time,node,rx_bytes__enp6s0f0,rx_bytes__hsi0,tx_bytes__enp6s0f0,tx_bytes__hsi0,rate_rx_bytes__enp6s0f0_over_Time,rate_rx_bytes__hsi0_over_Time,rate_tx_bytes__enp6s0f0_over_Time,rate_tx_bytes__hsi0_over_Time,User,job,JobName,Start,End,Elapsed,NTasks,AllocCPUS
2018-08-28 03:41:22,rzgenie30,30082021397.0,826840719670.0,10171024448.0,964573624945.0,114.49992083316555,104.3999278164409,269.0998139406537,27.999980640424763,fibrobronchitis,4188857,rethink,2018-08-28 01:35:46,2018-08-28 06:36:00,18014,,144
2018-08-28 12:59:14,rzgenie19,67578047433.0,2584890234762.0,40122782226.0,3280061311080.0,576.3169969588575,7202.212410372535,742.7219046353348,260926.89535468945,coarbiter,4196422,softener,2018-08-28 12:45:44,2018-08-28 13:09:27,1423,8.0,8
2018-08-28 09:30:02,rzgenie12,85108830178.0,1845761859410.0,57770574298.0,2736026156585.0,166232.86800025436,239605.87732122833,174764.24582922948,327928.3477921031,xanthocobaltic,4192675,betongue,2018-08-28 08:25:32,2018-08-28 11:09:18,9826,,36
2018-08-28 01:25:43,rzgenie44,19344774882.0,377143428186.0,4597564299.0,301548169680.0,17650.777902950213,108629.12574832253,9422.70173993498,122785.02882604327,disbark,4188843,sowarry,2018-08-28 01:25:38,2018-08-28 01:25:40,2,8.0,144
2018-08-28 05:10:34,rzgenie22,39037418581.0,1281933546370.0,10554151633.0,1621060478534.0,98.99915972469182,114.39902901519943,519.8955872814877,1177.190008362699,heterotaxia,4191601.337,heartnut,2018-08-28 04:55:29,2018-08-28 05:26:54,1885,12.0,12
2018-08-28 11:25:52,rzgenie8,75514213174.0,2050765714515.0,41169463348.0,2812327848454.0,0.0,55.60108967055581,91.2017873732858,5.6001097509912325,transfluvial,4191751.113,periosteomyelitis,2018-08-28 11:23:15,2018-08-28 11:30:48,453,1.0,1
2018-08-28 00:53:39,rzgenie29,29952516233.0,837640683474.0,9951914209.0,1130376965851.0,131.9958144561475,103.99670229878289,564.582097287431,739.9765355874936,disbark,4188261,barbudo,2018-08-28 00:46:12,2018-08-28 01:09:07,1375,72.0,72
2018-08-28 00:41:10,rzgenie7,122543290006.0,2229434042198.0,87426919290.0,3333506223970.0,124336.35667108191,8782211.45416587,74965.03841503363,3798319.2857891712,heterotaxia,4188254.6471,bronchotyphus,2018-08-28 00:41:10,2018-08-28 00:41:11,1,1.0,1
2018-08-28 00:55:24,rzgenie29,29952535050.0,837640694570.0,9951979039.0,1130377044711.0,162.39715806212382,109.19808904177292,608.7893462328879,832.3854333184229,disbark,4188261,barbudo,2018-08-28 00:46:12,2018-08-28 01:09:07,1375,72.0,72
2018-08-28 09:46:19,rzgenie15,89867978791.0,1824700167692.0,106011429979.0,2607466687493.0,349.50108325817166,71.20022068092081,706.702190382117,22.40006942770542,bitterling,4195031,sinarchism,2018-08-28 09:22:07,2018-08-28 10:34:12,4325,8.0,8
2018-08-28 11:43:37,rzgenie24,49456693112.0,1315712525024.0,23370501212.0,1661513730157.0,174590.25269404062,17844427.533453718,182648.3320464567,33502563.2639639,semiacidified,4195690,betongue,2018-08-28 10:22:59,2018-08-28 16:52:00,23341,,36
2018-08-28 15:48:01,rzgenie8,75686915977.0,2058149726362.0,41271371788.0,2822042605267.0,107.30291646301193,107.60292461714896,281.9076621707648,25.200684947510723,antibacchic,4196840,comicry,2018-08-28 15:44:23,2018-08-28 17:02:35,4692,36.0,36
2018-08-28 13:56:37,rzgenie25,41836744225.0,1241460915380.0,21383101520.0,1403405395670.0,0.0,50.39984378863114,102.59968199828482,0.0,Tritoness,4196596,ichthyosism,2018-08-28 13:56:54,2018-08-28 13:57:08,14,,36
2018-08-28 04:29:47,rzgenie6,110953126971.0,2331293598707.0,79979075728.0,3465891685466.0,152.39512400015812,178.39429213666804,546.9824988719586,2064.7339372409874,heterotaxia,4191566.570,serologic,2018-08-28 04:06:55,2018-08-28 04:31:29,1474,8.0,8
2018-08-28 13:55:12,rzgenie15,90479586564.0,1836448803267.0,106676069083.0,2616482936552.0,20815.423324539588,315549.65793689433,92208.5454324295,1771818.51311664,protoiron,4196584,Chaetochloa,2018-08-28 13:54:44,2018-08-28 13:57:45,181,1.0,1
2018-08-28 04:18:02,rzgenie28,37186880876.0,809704906136.0,17659675883.0,1181757011936.0,216.89422898388992,111.99702003778548,461.28772628062893,0.0,unexcogitated,4191576,sulfoamide,2018-08-28 04:15:12,2018-08-28 06:13:01,7069,1.0,36
2018-08-28 12:55:13,rzgenie11,93931104853.0,2153944604512.0,63121645956.0,2706803848207.0,101821.70550175075,100658.0951537488,86116.26583307161,819616.4888600908,transfluvial,4196433.56,unrefracted,2018-08-28 12:55:13,2018-08-28 12:55:20,7,4.0,4
2018-08-28 15:53:17,rzgenie31,30299105820.0,742863394111.0,9531659122.0,1025607912494.0,5046.114701096461,67398.8606979314,2523.5573420964347,36565.381903272406,bluish,4196834.115,nettlebird,2018-08-28 15:52:14,2018-08-28 15:53:31,77,8.0,8
2018-08-28 04:17:21,rzgenie27,38774934017.0,1055071107753.0,17071855077.0,1501229290187.0,0.0,85624.14829302866,193.79490366509575,66914.640307611,ventroaxillary,4191572,upsend,2018-08-28 04:00:31,2018-08-28 08:01:00,14429,1.0,36
2018-08-28 11:08:42,rzgenie28,37500743130.0,817309959675.0,17820940564.0,1197393550259.0,2195.1945045608763,223261.84108740534,9077.277275988723,8109542.898610202,inchworm,4195793,physicked,2018-08-28 11:06:17,2018-08-28 11:09:18,181,16.0,16
2018-08-28 15:21:07,rzgenie30,30511607882.0,831371712621.0,10384476316.0,983568930156.0,15309.84307178217,1750012.9233800163,12083.833995924271,1433924.4341158683,transfluvial,4196771.219,perplexedly,2018-08-28 15:20:07,2018-08-28 15:21:56,109,4.0,4
2018-08-28 12:07:05,rzgenie21,64260932889.0,1988333164656.0,48697228252.0,2260945438438.0,2100.81026788008,195.60095601549108,2545.8124428641986,5.600027370586657,marishness,4195703,beard,2018-08-28 10:27:29,2018-08-28 14:27:31,14402,72.0,72
2018-08-28 17:27:35,rzgenie22,39706856959.0,1308710269640.0,10695475784.0,1651467888007.0,238.19921060346903,82.39972692580122,472.8984328059635,576.3980898062114,bluish,4197427.batch,stretchproof,2018-08-28 16:59:13,2018-08-28 17:29:40,1827,1.0,1
2018-08-28 15:12:50,rzgenie24,49638214860.0,1322194908616.0,23477987948.0,1674687146131.0,23.800514108318858,156.40337842609534,338.2073055224133,5.60012096666326,semiacidified,4195690,betongue,2018-08-28 10:22:59,2018-08-28 16:52:00,23341,,36
2018-08-28 02:22:45,rzgenie42,20296020734.0,362242253035.0,4319059900.0,348715376130.0,27.002087134516003,177.6137287070386,296.422912098909,22.4017315486355,physiognomic,4189069,hysteroptosis,2018-08-28 01:45:59,2018-08-28 02:24:14,2295,,144
2018-08-28 07:59:21,rzgenie15,88887058539.0,1806227730391.0,104917711277.0,2581831654252.0,336541.4974734603,204433.94167487358,361862.12233454996,238110.51073589837,homoeoarchy,4192191,accessoriness,2018-08-28 07:41:29,2018-08-28 08:33:44,3135,,36
2018-08-28 00:52:25,rzgenie26,46129945201.0,1299519192866.0,16937223530.0,1632417359119.0,23.800532834537783,209.60469252601342,133.00297760476997,174.40390446820965,continuando,4188255,ophthalmist,2018-08-28 00:34:53,2018-08-28 01:52:46,4673,,72
2018-08-28 00:13:18,rzgenie21,63757028593.0,1975687438290.0,48233636709.0,2233138989797.0,54309.282467855104,619969.9167525765,130784.77615045564,17963394.048844334,travis,4187847,purblind,2018-08-28 00:13:18,2018-08-28 00:13:20,2,,8
2018-08-28 02:15:08,rzgenie14,50142574956.0,1859346748408.0,13810215652.0,2802271598205.0,2078.8742266035597,943.1883065719743,2314.771302006792,1095.586417175843,continuando,4188258,ophthalmist,2018-08-28 00:35:08,2018-08-28 02:35:29,7221,,72
2018-08-28 09:36:30,rzgenie21,64242274908.0,1988317127212.0,48693586855.0,2260876704454.0,23.800804651760963,50.40170396843499,133.0044965833701,0.0,marishness,4191657,beard,2018-08-28 06:21:27,2018-08-28 10:21:30,14403,72.0,72
2018-08-28 14:04:46,rzgenie26,48121555486.0,1336616163997.0,18675944927.0,1673629852485.0,2501.0933227670766,124602.43118271577,2198.369923670114,4878762.305412344,transfluvial,4196597.289,ungallantness,2018-08-28 14:04:19,2018-08-28 14:06:04,105,32.0,32
2018-08-28 15:58:58,rzgenie41,23358760942.0,434536280369.0,6862631951.0,410987907170.0,423.71894171275403,368.81648738178825,765.9342399287192,3114.9392486355587,torpedolike,4196873,Predentata,2018-08-28 15:57:38,2018-08-28 15:59:22,104,,144
2018-08-28 17:28:40,rzgenie39,25622664396.0,330758004626.0,5451193118.0,427219467335.0,26.999271317121245,166.79549835910458,307.7916930151822,16.799546597319885,tinsman,4197427,denaturalize,2018-08-28 16:59:13,2018-08-28 17:29:40,1827,,64
2018-08-28 01:03:32,rzgenie15,88399262823.0,1802211774636.0,104672169070.0,2581238403929.0,54.20164247244793,293.60889723082494,176.20533955065176,301.6091396621826,continuando,4188258,ophthalmist,2018-08-28 00:35:08,2018-08-28 02:35:29,7221,,72
2018-08-28 10:09:39,rzgenie20,67536126221.0,1951834351105.0,39544929867.0,2686185268995.0,4830.538187547839,440.7852346597982,2945.7013254556114,537.581992180371,pallette,4195181,patola,2018-08-28 09:58:03,2018-08-28 10:15:06,1023,1.0,1
2018-08-28 17:20:03,rzgenie47,20011886743.0,391996057331.0,4295911941.0,271364114612.0,2911.770842748786,36034.43916624904,2796.17200030708,46617.93318758157,tinsman,4197427,denaturalize,2018-08-28 16:59:13,2018-08-28 17:29:40,1827,,64
2018-08-28 10:27:06,rzgenie20,67543957223.0,1951971806728.0,39553756280.0,2686357991866.0,102.39700204089866,210.39384013090896,460.9865033286551,33.59901629466987,marishness,4195703,beard,2018-08-28 10:27:29,2018-08-28 14:27:31,14402,72.0,72
2018-08-28 02:33:22,rzgenie6,110846994852.0,2329926305227.0,79956216984.0,3458711990486.0,23.798374973632704,55.59620371991506,132.59094628166793,5.599617640854754,heterotaxia,4189082.batch,setarious,2018-08-28 02:00:02,2018-08-28 02:43:15,2593,1.0,36
2018-08-28 14:29:40,rzgenie35,24914759751.0,683515765590.0,7161287820.0,733618508093.0,10621.630076365918,56119.102212963466,8645.461690883765,1053459.9468671717,barcelona,4196651,purpurite,2018-08-28 14:21:08,2018-08-28 14:36:55,947,,72
2018-08-28 06:47:53,rzgenie26,47150151823.0,1318214781386.0,17969265473.0,1659193473347.0,117749.61561664166,313561.48224487616,155499.46478296502,765400.4031705742,transfluvial,4191691.0,vasoformative,2018-08-28 06:27:23,2018-08-28 06:50:05,1362,1.0,1
2018-08-28 00:55:20,rzgenie29,29952534456.0,837640694026.0,9951976951.0,1130377039663.0,162.3984396321494,109.19895078713495,608.7941505421956,898.7913641710338,disbark,4188261,barbudo,2018-08-28 00:46:12,2018-08-28 01:09:07,1375,72.0,72
2018-08-28 16:53:44,rzgenie27,39253352793.0,1068414844562.0,17226149877.0,1511872847855.0,402.4092967655317,50.40116440602087,476.8110156506101,0.0,proprietariat,4197363,gnostically,2018-08-28 16:52:24,2018-08-28 20:52:31,14407,,72
2018-08-28 01:46:39,rzgenie33,24157874625.0,595423814079.0,6096753937.0,718792576504.0,140.00823498524926,50602356.32248515,294.4173169975527,1016977.0164152979,disbark,4189055,artophagous,2018-08-28 01:39:37,2018-08-28 01:48:11,514,2.0,36
2018-08-28 02:11:54,rzgenie10,65215199412.0,1702627433768.0,42019975634.0,2318964896675.0,26.998045776677657,50.39635211646496,102.5925739513751,0.0,heterotaxia,4189082.0,gravure,2018-08-28 02:00:02,2018-08-28 02:43:14,2592,192.0,192
2018-08-28 00:29:14,rzgenie7,122434705387.0,2224964367274.0,87360326216.0,3328266111086.0,158817.0105401931,3547314.997284516,85119.48732604562,4403731.20842626,heterotaxia,4188254.1164,companionableness,2018-08-28 00:29:14,2018-08-28 00:29:15,1,1.0,1
2018-08-28 02:06:20,rzgenie26,46191310925.0,1304126198242.0,17001362768.0,1634084570829.0,525332.7025333003,1106118.7125234916,562844.2958331384,14651026.724456944,travis,4189085,frigorify,2018-08-28 02:03:02,2018-08-28 02:08:13,311,,36
2018-08-28 10:42:07,rzgenie28,37485296221.0,816714487300.0,17804538369.0,1191801414774.0,11322.17204767345,233131.7653684429,12165.962511963113,2377402.332879596,transfluvial,4195686.332,mortified,2018-08-28 10:42:08,2018-08-28 10:42:09,1,8.0,8
2018-08-28 00:15:52,rzgenie48,19972630012.0,432685936287.0,4107744392.0,468579868722.0,3054.5771323866948,10443.121819204063,4430.1668342498315,13020.602523298447,stentrel,4183450,Hutsulian,2018-08-27 21:42:58,2018-08-28 01:42:59,14401,1.0,1
2018-08-28 02:03:08,rzgenie9,81327987053.0,1947496972797.0,51894181667.0,2414490059300.0,129.3909827746713,122.39147056893175,345.37593083749204,11.199219529183297,Turkification,4189082,ruffianage,2018-08-28 02:00:02,2018-08-28 02:43:15,2593,,192
2018-08-28 02:43:06,rzgenie6,110847641414.0,2329926336203.0,79956365547.0,3458712000302.0,221.40381120566585,201.20346348048764,599.4103181421685,31.200537080473236,Turkification,4189082,ruffianage,2018-08-28 02:00:02,2018-08-28 02:43:15,2593,,192
2018-08-28 15:25:06,rzgenie33,24861559249.0,615447890677.0,6208556266.0,738875572988.0,87817.09799734596,6233931.7145258775,57290.497725629786,6866666.156454757,transfluvial,4196772.5250,Cephalocereus,2018-08-28 15:25:06,2018-08-28 15:25:06,0,1.0,1
2018-08-28 10:40:13,rzgenie28,37484360513.0,816693296197.0,17803521159.0,1191575784589.0,8382.306270464876,168342.21762571175,9158.297593460766,1563226.8202613187,transfluvial,4195686.295,mortified,2018-08-28 10:40:14,2018-08-28 10:40:16,2,8.0,8
2018-08-28 15:34:33,rzgenie42,20532590086.0,363013939114.0,4393695768.0,351324498477.0,21189.337695038063,566799.7325341622,13806.641304307397,3771796.4147801897,transfluvial,4196787.1583,serpenticide,2018-08-28 15:34:33,2018-08-28 15:34:34,1,1.0,1
2018-08-28 12:13:28,rzgenie10,65529768201.0,1703090073185.0,42064797109.0,2321065695338.0,65059.369460151494,843508.5692571589,28957.53150084467,9109860.147494512,transfluvial,4196384.196,Tinoceras,2018-08-28 12:13:28,2018-08-28 12:13:29,1,1.0,1
2018-08-28 17:03:35,rzgenie24,49711321359.0,1324613117077.0,23538115354.0,1686610911254.0,293.0127982961292,7674.735219262164,401.61754196493337,288276.5914267419,unlimned,4197411,shadily,2018-08-28 16:57:09,2018-08-28 17:08:23,674,1.0,36
2018-08-28 11:17:57,rzgenie6,111218365030.0,2337755627215.0,80040781698.0,3471845619139.0,40.20006038198004,55.60008351338533,139.50020953448296,5.600008411420105,bitterling,4195723,sinarchism,2018-08-28 10:36:09,2018-08-28 12:09:59,5630,36.0,36
2018-08-28 11:29:46,rzgenie22,39259481590.0,1292534074727.0,10641323255.0,1630499694174.0,35068.57575309999,303598.1900879976,134289.90715009434,853231.8100636841,inchworm,4196150,physicked,2018-08-28 11:29:14,2018-08-28 11:30:41,87,16.0,16
2018-08-28 01:51:36,rzgenie25,40401670512.0,1226576582137.0,20274493259.0,1380270958030.0,2888.2005508805373,1236.40023582463,3125.9005962182227,1473.6002810669481,heterotaxia,4188255.377,overbrave,2018-08-28 01:51:37,2018-08-28 01:51:39,2,1.0,36
2018-08-28 03:28:11,rzgenie19,66949330538.0,2559875189576.0,39571819725.0,3233431295369.0,9079.833568222799,20159.096548904672,18899.578020850153,54994.808997086315,heterotaxia,4191524.0,lauryl,2018-08-28 03:28:16,2018-08-28 03:28:18,2,1.0,1
2018-08-28 15:31:39,rzgenie34,28207163929.0,871437899649.0,7426033160.0,971702101865.0,1761.5376744768876,861731.9107899758,3259.284682215013,28820693.885889467,transfluvial,4196772.6991,earthless,2018-08-28 15:28:07,2018-08-28 15:31:49,222,1.0,1
2018-08-28 15:46:15,rzgenie23,31084642924.0,1050341521153.0,12985355474.0,1273434657135.0,5385.939903424367,78312.54225738895,65727.24800704657,1957857.959236958,sera,4196814,lavishing,2018-08-28 15:33:45,2018-08-28 16:37:53,3848,,36
2018-08-28 01:48:10,rzgenie16,35408939066.0,1650950875560.0,12458495282.0,1961171885170.0,698.8403211969685,319.2184180395998,774.2446718241171,432.8249728306353,heterotaxia,4188259.360,softish,2018-08-28 01:48:12,2018-08-28 01:48:13,1,1.0,36
2018-08-28 05:01:53,rzgenie20,67084464068.0,1943895749072.0,38759035621.0,2676194669127.0,75854.0593342398,33759.87425683655,80366.69006436486,396167.9350969431,unpleated,4191580,frigorify,2018-08-28 04:32:56,2018-08-28 05:44:10,4274,,1
2018-08-28 06:16:14,rzgenie29,30108952591.0,844338256687.0,10151243744.0,1137242071006.0,26.39930261546855,65.99825653867138,172.59544058446485,16.799556209843622,heterotaxia,4188857.2023,fallibility,2018-08-28 06:11:12,2018-08-28 06:18:08,416,1.0,1
2018-08-28 13:35:55,rzgenie9,81704262325.0,1948973964383.0,52016246773.0,2419439066287.0,89554.27277390308,627041.4019747253,17860.676867285147,47651.5039179546,metaxylem,4196532,vasoformative,2018-08-28 13:35:52,2018-08-28 13:36:53,61,1.0,36
2018-08-28 14:46:30,rzgenie38,22877490943.0,361156690467.0,5810685826.0,530441168719.0,1325.453279739133,71663.48068362314,1543.36203909869,197324.93194378036,undisturbedness,4196705,beard,2018-08-28 14:45:35,2018-08-28 14:50:52,317,144.0,144
2018-08-28 15:49:44,rzgenie24,49638418159.0,1322201045332.0,23478393790.0,1679101671727.0,23.800766063551563,964.8310545426281,269.80868419942067,34846.32158141458,transfluvial,4195690.0,overplus,2018-08-28 10:22:59,2018-08-28 16:52:00,23341,1.0,1
2018-08-28 01:42:24,rzgenie8,75241759047.0,2048477763268.0,41103565330.0,2811338037618.0,422.3607161030241,61491095.20566952,646.7228011960641,1263221.0840959153,disbark,4189053,unthreadable,2018-08-28 01:39:37,2018-08-28 01:42:51,194,2.0,36
2018-08-28 05:32:05,rzgenie22,39037768170.0,1282008244010.0,10555015846.0,1622345297850.0,150.5980575192185,109.19859150795922,524.3932361426174,895.9884431422296,heterotaxia,4191601.570,eosate,2018-08-28 05:19:08,2018-08-28 05:41:42,1354,8.0,8
2018-08-28 01:25:27,rzgenie6,110460751329.0,2322045903022.0,79582862882.0,3441406877739.0,36709.176025262044,4044837.09792618,28959.3766454267,194802.44347630654,disbark,4188779,hydrobiplane,2018-08-28 01:25:27,2018-08-28 01:25:28,1,,72
2018-08-28 10:05:07,rzgenie27,38982083830.0,1057607037907.0,17095103150.0,1505325337921.0,127254.82587222918,626403.9387112668,31550.768397333824,25323.6588460134,transfluvial,4195183.27,libroplast,2018-08-28 10:05:10,2018-08-28 10:05:11,1,7.0,35
2018-08-28 15:21:37,rzgenie29,30685480837.0,852895426765.0,10441488134.0,1154068799859.0,9204.08588989585,42785.669553275875,7000.513209274559,564520.8012031406,transfluvial,4196771.286,shoppish,2018-08-28 15:21:37,2018-08-28 15:23:06,89,36.0,36
2018-08-28 09:15:16,rzgenie15,89859756479.0,1818498708349.0,106000994287.0,2605710687099.0,6086.579714870282,74316.61033767479,10674.21367949568,320290.00808314636,transfluvial,4194680.0,beriberi,2018-08-28 09:15:16,2018-08-28 09:15:17,1,1.0,1
2018-08-28 03:41:20,rzgenie20,66968952676.0,1942717195939.0,38636523793.0,2674269471108.0,6803.276793009662,79986510.18804981,4304.964982020284,1257459.40947943,heterotaxia,4191553.82,trophodynamics,2018-08-28 03:41:21,2018-08-28 03:41:29,8,10.0,10
2018-08-28 10:09:02,rzgenie28,37427276749.0,813558837776.0,17744298154.0,1185791188376.0,18783.724263175565,208951.82027012808,13804.723859707872,861448.7681656721,transfluvial,4195508.0,dispersedly,2018-08-28 10:08:58,2018-08-28 10:08:59,1,1.0,1
2018-08-28 13:10:09,rzgenie25,41657343656.0,1239944152198.0,21258740007.0,1400482020865.0,101128.39638515959,540227.2967013464,105654.40671320012,71980.17388676405,transfluvial,4196470.3,vasoformative,2018-08-28 13:10:07,2018-08-28 13:12:51,164,1.0,1
2018-08-28 01:33:45,rzgenie30,30027099455.0,824595759754.0,10116365285.0,963266266006.0,153.40216151899,3052.443010564309,240.40338741307167,110578.65811278688,disbark,4188854,diphthongalize,2018-08-28 01:33:01,2018-08-28 01:34:41,100,,144
2018-08-28 16:53:56,rzgenie32,31446203515.0,643205082371.0,9726620768.0,875685887253.0,0.0,66.79754902296195,136.7949806338502,5.599794528871061,phonophotography,4197372,lavishing,2018-08-28 16:52:51,2018-08-28 17:13:45,1254,,36
2018-08-28 02:29:12,rzgenie11,93662420672.0,2153284574533.0,63042287371.0,2702161066640.0,448.8184479476037,5173.412644658074,1880.4772939408958,54922.25748948841,Turkification,4189082,ruffianage,2018-08-28 02:00:02,2018-08-28 02:43:15,2593,,192
2018-08-28 09:01:36,rzgenie19,67158438770.0,2569519651047.0,39658733406.0,3239223116525.0,425.40067953695126,16089.225701001214,673.3010755341544,21986.435121229963,pertain,4193835,accessoriness,2018-08-28 08:58:08,2018-08-28 09:01:49,221,1.0,36
2018-08-28 01:09:19,rzgenie17,37804509264.0,1754588890046.0,10735211490.0,2484087734535.0,2728.748148434775,700327.0924120748,1746.266817506467,21413.993092143668,heterotaxia,4188259.102,corylaceous,2018-08-28 01:09:22,2018-08-28 01:09:24,2,7.0,35
2018-08-28 16:03:24,rzgenie25,42538211238.0,1253420743709.0,22083265567.0,1425959943557.0,9723.695584484822,88939.50361583495,9822.198578815174,113136.63916928627,transfluvial,4196778.13,ichthyosism,2018-08-28 16:03:22,2018-08-28 16:03:38,16,8.0,8
2018-08-28 17:32:52,rzgenie7,123718767829.0,2282740028394.0,88136829499.0,3376493971764.0,60367.1864815442,63853.30331783885,63419.06385191449,407435.9298806359,Lakshmi,4197462,bundweed,2018-08-28 17:18:53,2018-08-28 17:43:38,1485,8.0,8
2018-08-28 04:44:33,rzgenie20,67017956531.0,1943807143350.0,38688242809.0,2675115751403.0,63236.73890679542,50007.77053306679,67074.274775363,428395.86742379965,heterotaxia,4191580.0,frigorify,2018-08-28 04:32:56,2018-08-28 05:44:10,4274,1.0,1
2018-08-28 11:38:01,rzgenie14,50518584328.0,1863218826175.0,13976712943.0,2807636785240.0,114.4982610847399,144.39780699245802,326.0950475085911,25.99960513714618,transfluvial,4192744.batch,peripteral,2018-08-28 08:42:13,2018-08-28 12:42:31,14418,1.0,36
2018-08-28 01:47:56,rzgenie30,30039201835.0,825933225335.0,10129091236.0,963830679493.0,6949.747229315151,151934.26015177107,14510.881019012939,181234.21607448527,heterotaxia,4188857.588,hypophyllium,2018-08-28 01:47:56,2018-08-28 01:48:02,6,4.0,4
